Points_num,Min_date,Max_date,date2012_p,date2013_p,date2014_p,date2015_p,date2016_p,date2017_p,date2018_p,date2019_p,date2020_p,date2021_p,CONTINENT,area,Type,Nation,Locations,ORIG_FID,geometry
3808,2012-01-22,2021-12-24,459,459,479,288,129,12,28,10,25,18,Asia,1.17381,1,India,"[72.6765900000000,21.9039900000000;72.6882200000000,21.9122600000000]",20336,POINT (72.682405 21.908125)
610,2012-02-07,2021-03-03,34,34,17,8,69,121,6,4,19,12,Asia,2.02584,1,India,"[72.5541600000000,21.6809700000000;72.5681700000000,21.6928100000000]",20337,POINT (72.561165 21.68689)
150,2015-06-13,2020-09-01,0,0,0,62,9,1,1,0,4,0,Asia,0.373007,1,India,"[72.5375800000000,21.6700600000000;72.5442200000000,21.6746600000000]",20338,POINT (72.5409 21.672359999999998)
1686,2016-05-19,2021-10-16,0,0,0,0,213,409,71,38,78,40,Asia,2.70464,0,India,"[72.5960200000000,21.6876400000000;72.6147500000000,21.6994600000000]",20339,POINT (72.605385 21.69355)
1202,2012-01-22,2021-04-08,121,121,82,52,39,48,24,20,23,32,Asia,0.801517,0,India,"[72.6427200000000,21.7909000000000;72.6523300000000,21.7977300000000]",20340,POINT (72.647525 21.794315)
64,2012-02-05,2018-01-06,2,2,2,0,0,0,1,0,0,0,Asia,0.289166,0,India,"[72.6857800000000,21.9027100000000;72.6892900000000,21.9094600000000]",20341,POINT (72.687535 21.906084999999997)
3153,2012-01-20,2021-08-24,482,482,255,162,14,14,55,78,130,58,Asia,1.41737,0,India,"[72.7499200000000,21.9013500000000;72.7632300000000,21.9100700000000]",20342,POINT (72.756575 21.905710000000003)
68,2012-01-29,2012-01-29,21,21,0,0,0,0,0,0,0,0,Asia,0.182511,0,India,"[72.0492000000000,21.6376700000000;72.0533100000000,21.6413200000000]",20343,POINT (72.051255 21.639495)
7757,2012-01-21,2021-02-18,355,355,420,447,384,393,433,432,385,422,Asia,0.77588,0,India,"[69.0351800000000,22.4123800000000;69.0437500000000,22.4200300000000]",20344,POINT (69.039465 22.416204999999998)
95,2012-04-06,2021-01-31,6,6,8,1,0,3,1,0,9,7,Asia,0.214671,0,India,"[69.0174700000000,22.3992300000000;69.0215100000000,22.4037200000000]",20345,POINT (69.01949 22.401474999999998)
932,2012-01-20,1899-12-30,283,283,2,0,1,0,0,0,0,0,Asia,0.628124,0,India,"[69.6903900000000,22.2460800000000;69.6986500000000,22.2524700000000]",20346,POINT (69.69452 22.249274999999997)
439,2012-02-01,2021-12-21,24,24,41,22,14,18,18,28,26,23,Asia,0.23386,0,India,"[69.7478900000000,22.3281800000000;69.7529300000000,22.3320800000000]",20347,POINT (69.75041 22.33013)
2541,2012-01-20,2021-01-11,165,165,159,343,42,87,95,101,84,21,Asia,1.94077,0,India,"[69.7274900000000,22.3261400000000;69.7426800000000,22.3368800000000]",20348,POINT (69.735085 22.33151)
546,2012-04-28,2020-02-08,0,0,6,25,0,0,72,96,97,0,Asia,0.586329,0,India,"[69.6820400000000,22.3159100000000;69.6900300000000,22.3220800000000]",20349,POINT (69.686035 22.318994999999997)
1221,2012-01-21,2021-10-05,47,47,36,52,76,49,81,108,74,105,Asia,0.35971,0,India,"[70.6917500000000,20.8325000000000;70.6972300000000,20.8379200000000]",20350,POINT (70.69449 20.835210000000004)
205,2012-02-06,2021-01-27,3,3,5,12,10,12,11,24,25,23,Asia,0.214133,1,India,"[70.6862100000000,20.8332500000000;70.6904100000000,20.8374600000000]",20351,POINT (70.68831 20.835355)
545,2012-01-28,2021-11-09,4,4,48,48,65,43,17,9,13,19,Asia,0.213285,0,India,"[70.5633200000000,20.8659400000000;70.5679600000000,20.8697400000000]",20352,POINT (70.56564 20.86784)
669,2015-03-16,2021-10-20,0,0,0,3,1,159,70,51,7,8,Asia,1.59831,0,India,"[69.8711900000000,22.3391100000000;69.8868900000000,22.3476600000000]",20353,POINT (69.87904 22.343385)
425,2012-01-27,2021-10-01,20,20,31,29,27,21,29,32,25,22,Asia,0.299526,0,India,"[69.8666400000000,22.3343100000000;69.8714500000000,22.3395400000000]",20354,POINT (69.869045 22.336925000000004)
207,2013-05-22,2021-01-25,0,0,5,28,13,7,15,31,4,9,Asia,0.462894,0,India,"[69.8614700000000,22.3398700000000;69.8682200000000,22.3456300000000]",20355,POINT (69.864845 22.34275)
226,2012-02-18,2021-01-29,2,2,2,33,8,24,11,7,16,18,Asia,0.223287,0,India,"[69.8310200000000,22.4278500000000;69.8352100000000,22.4323300000000]",20356,POINT (69.83311499999999 22.43009)
246,2012-01-20,2021-10-29,35,35,7,2,0,0,0,0,3,99,Asia,0.178285,0,India,"[70.2264500000000,22.5728400000000;70.2308000000000,22.5762800000000]",20357,POINT (70.228625 22.574559999999998)
566,2012-02-05,2021-12-05,14,14,24,30,19,28,29,63,61,54,Asia,0.516027,0,India,"[69.8533100000000,22.3366500000000;69.8610500000000,22.3422500000000]",20358,POINT (69.85718 22.33945)
165,2012-01-20,2021-06-23,5,5,10,10,3,2,1,9,2,3,Asia,0.257987,0,India,"[69.8664000000000,22.3315600000000;69.8702900000000,22.3371300000000]",20359,POINT (69.868345 22.334345)
369,2017-12-18,2021-01-25,0,0,0,0,0,2,45,172,9,1,Asia,0.542486,0,India,"[69.8594600000000,22.3114500000000;69.8661300000000,22.3182800000000]",20360,POINT (69.862795 22.314865)
193,2017-12-20,2020-11-01,0,0,0,0,0,1,27,76,5,0,Asia,0.181393,0,India,"[69.8564500000000,22.3131400000000;69.8591800000000,22.3187200000000]",20361,POINT (69.85781499999999 22.31593)
210,2013-02-05,2021-01-01,0,0,0,2,45,29,0,31,32,1,Asia,0.290708,0,India,"[70.4441200000000,22.9562400000000;70.4499800000000,22.9604100000000]",20362,POINT (70.44704999999999 22.958325000000002)
1168,2012-04-11,2021-01-01,18,18,0,2,34,44,189,70,125,2,Asia,0.918881,0,India,"[70.4501700000000,22.9512100000000;70.4598000000000,22.9592300000000]",20363,POINT (70.454985 22.95522)
940,2012-01-24,2021-11-16,45,45,125,96,51,24,39,2,3,15,Asia,0.443591,0,India,"[70.1965000000000,23.3102300000000;70.2030600000000,23.3159400000000]",20364,POINT (70.19977999999999 23.313085)
693,2012-03-21,2021-11-24,11,11,46,107,65,20,20,23,9,15,Asia,0.365305,0,India,"[70.2162600000000,23.1666300000000;70.2215900000000,23.1724100000000]",20365,POINT (70.21892500000001 23.16952)
2232,2012-01-25,2021-12-14,65,65,120,149,152,146,104,162,122,111,Asia,0.513292,0,India,"[70.0996000000000,23.0106100000000;70.1066700000000,23.0167300000000]",20366,POINT (70.103135 23.013669999999998)
461,2016-04-16,2021-01-08,0,0,0,0,88,33,2,1,160,9,Asia,0.94424,1,India,"[70.1010300000000,22.9235700000000;70.1107300000000,22.9317700000000]",20367,POINT (70.10588 22.92767)
459,2012-01-22,2021-01-20,19,19,33,45,37,26,11,6,19,18,Asia,0.410082,0,India,"[70.0847500000000,23.1108800000000;70.0918400000000,23.1157600000000]",20368,POINT (70.088295 23.11332)
1150,2013-01-07,2021-12-29,0,0,40,80,57,69,90,108,120,66,Asia,0.434841,0,India,"[70.1845200000000,23.1021300000000;70.1910900000000,23.1077100000000]",20369,POINT (70.187805 23.10492)
443,2012-01-21,2021-08-11,125,125,9,0,0,3,0,0,2,3,Asia,0.422362,0,India,"[70.2571300000000,23.2608900000000;70.2631700000000,23.2667900000000]",20370,POINT (70.26015000000001 23.26384)
3248,2012-01-20,2021-12-19,297,297,178,141,190,218,109,40,63,221,Asia,1.25467,0,India,"[70.2470800000000,23.2548700000000;70.2558800000000,23.2669000000000]",20371,POINT (70.25148 23.260885000000002)
376,2012-05-29,2021-12-14,1,1,14,19,9,6,38,57,23,35,Asia,0.600443,0,India,"[70.2796500000000,23.2635600000000;70.2869700000000,23.2704800000000]",20372,POINT (70.28331 23.26702)
144,2017-09-27,2021-10-29,0,0,0,0,0,11,19,23,18,2,Asia,0.280426,0,India,"[70.2735400000000,23.2583600000000;70.2785100000000,23.2631200000000]",20373,POINT (70.276025 23.260740000000002)
319,2013-01-03,2021-10-24,0,0,4,12,10,39,22,16,44,36,Asia,0.166213,0,India,"[70.4853800000000,23.3142400000000;70.4896900000000,23.3174900000000]",20374,POINT (70.487535 23.315865000000002)
833,2012-01-25,2021-12-15,0,0,25,59,67,89,52,43,51,49,Asia,0.312111,0,India,"[70.4747500000000,23.3021700000000;70.4800000000000,23.3071800000000]",20375,POINT (70.477375 23.304675)
2950,2012-01-20,2021-11-09,136,136,116,105,121,117,209,226,245,181,Asia,0.503109,0,India,"[68.7090000000000,23.4271700000000;68.7164800000000,23.4329100000000]",20376,POINT (68.71274 23.430039999999995)
367,2012-01-21,2021-01-01,30,30,21,22,10,20,11,16,14,35,Asia,0.196014,1,India,"[68.5763900000000,23.4965200000000;68.5810300000000,23.5001300000000]",20377,POINT (68.57871 23.498325)
14334,2012-01-20,2021-09-03,988,988,720,617,823,763,925,651,195,299,Asia,2.22314,0,India,"[69.6928200000000,22.9274400000000;69.7074800000000,22.9402500000000]",20378,POINT (69.70015000000001 22.933845)
2034,2012-01-20,2021-01-28,45,45,170,190,100,75,87,107,125,82,Asia,0.798907,0,India,"[69.6952500000000,22.9047000000000;69.7047800000000,22.9117800000000]",20379,POINT (69.70001500000001 22.90824)
109,2012-02-23,2021-04-15,6,6,7,10,3,6,4,5,6,8,Asia,0.17688,0,India,"[69.8396300000000,22.9622500000000;69.8434100000000,22.9662000000000]",20380,POINT (69.84152 22.964225)
349,2012-10-08,2021-01-15,2,2,7,2,12,16,17,38,75,79,Asia,0.190523,0,India,"[69.8220600000000,22.9241600000000;69.8260900000000,22.9281500000000]",20381,POINT (69.824075 22.926155)
141,2015-05-22,2020-12-30,0,0,0,2,21,20,0,19,18,0,Asia,0.260979,0,India,"[70.4459100000000,22.9590100000000;70.4531500000000,22.9620400000000]",20382,POINT (70.44953 22.960525)
32,2012-01-27,2014-03-05,4,4,7,0,0,0,0,0,0,0,Asia,0.269725,0,India,"[68.5766800000000,23.4244300000000;68.5823400000000,23.4285000000000]",20383,POINT (68.57951 23.426465)
67,2014-10-01,2020-11-23,0,0,1,4,14,6,3,2,3,0,Asia,0.146199,0,India,"[72.4199300000000,23.4024700000000;72.4241200000000,23.4053700000000]",20384,POINT (72.42202499999999 23.403920000000003)
60,2013-03-24,1899-12-30,0,0,0,19,0,9,0,1,0,0,Asia,0.224901,0,India,"[72.2700600000000,23.5247600000000;72.2738600000000,23.5296900000000]",20385,POINT (72.27196 23.527225)
90,2013-11-03,2020-11-18,0,0,2,7,4,7,10,4,1,0,Asia,0.303832,0,India,"[72.3525200000000,23.4121600000000;72.3584100000000,23.4164500000000]",20386,POINT (72.35546500000001 23.414304999999995)
33,2015-02-26,2017-05-01,0,0,0,3,3,9,0,0,0,0,Asia,0.188809,0,India,"[72.6192400000000,23.5618800000000;72.6228300000000,23.5662500000000]",20387,POINT (72.621035 23.564065)
4610,2012-01-20,2021-05-04,484,484,257,88,80,141,184,251,262,358,Asia,1.26736,1,India,"[72.7310500000000,21.1501800000000;72.7445400000000,21.1578300000000]",20388,POINT (72.73779499999999 21.154005)
32259,2012-01-20,2021-02-07,1276,1276,1000,1028,1568,2203,2366,2249,1933,2179,Asia,6.42481,0,India,"[72.6260600000000,21.0978600000000;72.6574200000000,21.1145500000000]",20389,POINT (72.64174 21.106205000000003)
2318,2012-01-20,2021-09-30,182,182,69,132,137,113,86,131,165,75,Asia,1.33273,0,India,"[73.1088700000000,22.3609100000000;73.1226400000000,22.3688400000000]",20390,POINT (73.11575500000001 22.364874999999998)
121,2012-09-30,2019-03-29,4,4,11,6,23,6,0,3,0,0,Asia,0.507846,0,India,"[73.1160900000000,22.3845200000000;73.1223200000000,22.3912000000000]",20391,POINT (73.119205 22.38786)
28,2013-10-19,2016-01-19,0,0,2,3,6,0,0,0,0,0,Asia,0.223761,0,India,"[73.1132800000000,22.3858900000000;73.1160500000000,22.3925100000000]",20392,POINT (73.114665 22.389200000000002)
674,2013-03-07,2021-03-30,0,0,11,16,57,31,79,48,63,10,Asia,0.898413,0,India,"[72.9442100000000,20.3527000000000;72.9544200000000,20.3598100000000]",20393,POINT (72.949315 20.356254999999997)
2066,2012-01-22,2021-02-15,161,161,121,140,134,98,0,87,99,120,Asia,0.629632,0,India,"[75.7728700000000,29.1212600000000;75.7817000000000,29.1273500000000]",20394,POINT (75.777285 29.124305)
21,2018-02-24,2021-08-11,0,0,0,0,0,0,0,2,0,5,Asia,0.090975,0,India,"[76.8945200000000,28.7526200000000;76.8975000000000,28.7551900000000]",20395,POINT (76.89600999999999 28.753905)
642,2012-02-06,2021-03-02,34,34,93,40,28,25,0,33,19,15,Asia,0.573172,0,India,"[76.8898000000000,29.4558300000000;76.8962600000000,29.4633600000000]",20396,POINT (76.89303 29.459595)
602,2012-01-30,2021-03-02,35,35,104,32,18,14,0,44,20,12,Asia,0.623967,1,India,"[76.8823100000000,29.4566000000000;76.8897900000000,29.4636800000000]",20397,POINT (76.88605000000001 29.46014)
824,2012-02-09,2021-02-17,31,31,63,33,22,12,0,79,78,15,Asia,0.999217,0,India,"[76.8544200000000,29.4707800000000;76.8643200000000,29.4793500000000]",20398,POINT (76.85937000000001 29.475065)
1376,2012-01-20,2021-05-11,178,178,51,91,63,69,0,52,48,16,Asia,3.25298,0,India,"[76.8573700000000,29.4507500000000;76.8772500000000,29.4646400000000]",20399,POINT (76.86731 29.457694999999998)
34,2012-04-09,2014-01-09,4,4,1,0,0,0,0,0,0,0,Asia,0.277231,0,India,"[77.0975500000000,28.9611200000000;77.1011700000000,28.9675700000000]",20400,POINT (77.09935999999999 28.964345000000005)
43,2012-03-11,2012-07-02,9,9,0,0,0,0,0,0,0,0,Asia,0.13744,1,India,"[77.1017500000000,28.9616300000000;77.1042500000000,28.9662600000000]",20401,POINT (77.103 28.963945)
233,2012-01-23,2021-11-19,26,26,20,14,1,4,0,10,15,24,Asia,0.148172,0,India,"[76.8333100000000,31.4118000000000;76.8373100000000,31.4150200000000]",20402,POINT (76.83530999999998 31.41341)
1543,2012-01-28,2021-07-15,82,82,91,93,90,107,0,92,105,119,Asia,0.37726,0,India,"[76.9259200000000,31.2470200000000;76.9319200000000,31.2524700000000]",20403,POINT (76.92892 31.249744999999994)
1034,2012-01-27,2021-02-19,53,53,79,44,52,76,0,47,89,96,Asia,0.50066,0,India,"[76.9221000000000,31.2555000000000;76.9293700000000,31.2614700000000]",20404,POINT (76.925735 31.258485)
750,2012-03-11,2021-01-10,36,36,70,60,35,33,0,40,34,49,Asia,0.384155,0,India,"[76.8926000000000,31.3253000000000;76.8994600000000,31.3301600000000]",20405,POINT (76.89603000000001 31.32773)
116,2012-01-23,2017-02-26,5,5,26,13,2,1,0,0,0,0,Asia,0.234747,0,India,"[74.9183000000000,32.6353600000000;74.9235900000000,32.6393400000000]",20406,POINT (74.920945 32.63735)
206,2015-03-11,2017-01-05,0,0,0,0,86,16,0,0,0,0,Asia,0.461892,1,India,"[86.0214300000000,23.7720200000000;86.0272100000000,23.7777000000000]",20407,POINT (86.02431999999999 23.77486)
35,2012-01-20,2012-04-25,11,11,0,0,0,0,0,0,0,0,Asia,0.119645,0,India,"[85.9907500000000,23.7731900000000;85.9943400000000,23.7755600000000]",20408,POINT (85.992545 23.774375)
8433,2012-02-23,2021-11-25,2,2,121,230,236,372,944,1167,998,566,Asia,3.85115,0,India,"[85.8489400000000,23.7480000000000;85.8673300000000,23.7629200000000]",20409,POINT (85.858135 23.75546)
444,2018-06-27,2021-02-27,0,0,0,0,0,0,0,37,120,153,Asia,0.609423,0,India,"[85.8575200000000,23.8038900000000;85.8650100000000,23.8096900000000]",20410,POINT (85.861265 23.80679)
218,2017-10-16,1899-12-30,0,0,0,0,0,95,0,0,0,0,Asia,0.365691,0,India,"[85.6097000000000,23.7920000000000;85.6166400000000,23.7957700000000]",20411,POINT (85.61317 23.793885000000003)
129,2015-03-23,2017-06-29,0,0,0,1,0,54,0,0,0,0,Asia,0.170661,0,India,"[85.6125900000000,23.7885200000000;85.6161600000000,23.7919400000000]",20412,POINT (85.614375 23.790230000000005)
89,2017-10-28,1899-12-30,0,0,0,0,0,33,0,0,0,0,Asia,0.199017,0,India,"[85.6076000000000,23.7889600000000;85.6125100000000,23.7918600000000]",20413,POINT (85.610055 23.79041)
40,2016-08-31,2018-06-29,0,0,0,0,13,2,2,0,0,0,Asia,0.221256,1,India,"[85.6350900000000,23.6269800000000;85.6391400000000,23.6308800000000]",20414,POINT (85.637115 23.62893)
995,2012-01-20,2021-01-26,111,111,58,50,45,7,33,29,31,38,Asia,1.08418,1,India,"[85.6213100000000,23.6288000000000;85.6319000000000,23.6361100000000]",20415,POINT (85.626605 23.632455)
391,2015-10-16,2021-03-03,0,0,0,3,23,33,49,24,25,26,Asia,0.34001,0,India,"[85.6390900000000,23.6217600000000;85.6449100000000,23.6259300000000]",20416,POINT (85.642 23.623845000000003)
43,2014-05-15,2021-03-23,0,0,0,0,2,17,0,0,0,1,Asia,0.29408,0,India,"[85.6644600000000,23.6210200000000;85.6711000000000,23.6241800000000]",20417,POINT (85.66778 23.622600000000006)
7592,2012-01-20,2021-11-21,554,554,544,516,256,324,309,392,257,206,Asia,4.31634,1,India,"[86.0697700000000,23.6914600000000;86.0839700000000,23.7130300000000]",20418,POINT (86.07687 23.702244999999998)
245,2012-03-09,2021-09-26,9,9,5,17,7,20,19,6,10,14,Asia,0.348473,0,India,"[86.1129200000000,23.6697500000000;86.1174200000000,23.6752400000000]",20419,POINT (86.11517 23.672494999999998)
30277,2012-01-20,2021-11-28,2005,2005,1798,1426,1369,1560,1536,1354,1385,1284,Asia,11.619,0,India,"[86.0726700000000,23.6654300000000;86.1094100000000,23.6878600000000]",20420,POINT (86.09104 23.676645)
753,2012-02-23,2021-11-01,15,15,33,46,50,43,52,50,66,43,Asia,0.737371,0,India,"[86.2863000000000,23.6257700000000;86.2944800000000,23.6321400000000]",20421,POINT (86.29039 23.628955)
711,2012-02-10,2021-10-11,4,4,15,24,36,27,68,50,77,66,Asia,0.939415,0,India,"[86.2931300000000,23.6291100000000;86.3020400000000,23.6365600000000]",20422,POINT (86.297585 23.632835)
32,2016-11-14,2021-05-11,0,0,0,0,6,4,2,0,1,2,Asia,0.080155,0,India,"[86.3511400000000,23.6888400000000;86.3548900000000,23.6903500000000]",20423,POINT (86.353015 23.689594999999997)
10626,2012-09-24,2021-03-10,76,76,757,1066,865,684,626,431,393,207,Asia,1.95654,0,India,"[86.0305800000000,23.7615900000000;86.0433700000000,23.7724600000000]",20424,POINT (86.036975 23.767025)
631,2012-01-20,2020-03-04,77,77,55,0,0,0,0,1,28,0,Asia,1.33232,0,India,"[84.9825800000000,23.7043500000000;84.9918600000000,23.7147100000000]",20425,POINT (84.98722 23.70953)
67,2015-05-03,2020-07-26,0,0,0,12,17,1,0,0,5,0,Asia,0.285685,0,India,"[85.0014900000000,23.6928500000000;85.0061000000000,23.6973200000000]",20426,POINT (85.003795 23.695085)
20117,2012-01-20,2021-01-14,895,895,1022,1193,971,1338,1184,1021,874,1052,Asia,19.1138,1,India,"[84.9975900000000,23.7150100000000;85.0478200000000,23.7424600000000]",20427,POINT (85.022705 23.728735)
318,2012-02-04,2018-05-12,4,4,0,6,1,153,1,0,0,0,Asia,0.692734,0,India,"[85.0499600000000,23.7306300000000;85.0556300000000,23.7394400000000]",20428,POINT (85.05279500000002 23.735035000000003)
1339,2015-05-19,2021-03-02,0,0,0,135,47,291,0,47,1,2,Asia,1.90223,0,India,"[84.9833300000000,23.8861000000000;84.9998800000000,23.8944100000000]",20429,POINT (84.99160499999999 23.890255)
486,2017-04-28,2019-05-28,0,0,0,0,0,139,0,117,0,0,Asia,0.422521,0,India,"[85.0049100000000,23.8851800000000;85.0091400000000,23.8924000000000]",20430,POINT (85.007025 23.88879)
294,2017-01-18,2019-02-12,0,0,0,0,0,52,0,66,0,0,Asia,0.544607,0,India,"[85.0091900000000,23.8845900000000;85.0145600000000,23.8919200000000]",20431,POINT (85.011875 23.888255)
334,2015-12-15,2017-01-25,0,0,0,20,114,32,0,0,0,0,Asia,0.933548,0,India,"[84.9734600000000,23.8364200000000;84.9826900000000,23.8437300000000]",20432,POINT (84.978075 23.840075)
51,2015-12-30,2016-01-15,0,0,0,1,24,0,0,0,0,0,Asia,0.458542,0,India,"[84.9859300000000,23.8386100000000;84.9913800000000,23.8446900000000]",20433,POINT (84.988655 23.841649999999998)
567,2018-03-12,2021-01-03,0,0,0,0,0,0,0,399,5,1,Asia,1.32893,0,India,"[84.9454000000000,23.8288600000000;84.9567300000000,23.8373400000000]",20434,POINT (84.951065 23.8331)
121,2017-11-28,2021-04-25,0,0,0,0,0,1,0,23,0,1,Asia,0.549433,0,India,"[84.9545500000000,23.8457300000000;84.9606900000000,23.8522000000000]",20435,POINT (84.95762 23.848965)
59,2018-01-17,2021-01-23,0,0,0,0,0,0,0,12,6,5,Asia,0.297087,0,India,"[84.9500800000000,23.8431300000000;84.9546700000000,23.8478100000000]",20436,POINT (84.952375 23.84547)
88,2017-03-20,2017-05-28,0,0,0,0,0,43,0,0,0,0,Asia,0.328771,0,India,"[84.9492700000000,23.8509100000000;84.9543500000000,23.8555900000000]",20437,POINT (84.95181 23.85325)
8129,2012-01-20,2021-09-04,851,851,688,528,334,325,0,178,211,168,Asia,3.72656,0,India,"[86.2280800000000,23.7882200000000;86.2493400000000,23.8006400000000]",20438,POINT (86.23871 23.794430000000002)
3172,2012-01-20,2021-09-25,206,206,142,284,107,177,0,169,199,391,Asia,1.44024,0,India,"[86.2035600000000,23.7713600000000;86.2131000000000,23.7820600000000]",20439,POINT (86.20833 23.77671)
11154,2012-01-20,2021-03-13,928,928,931,706,762,570,0,352,147,54,Asia,2.82906,0,India,"[86.3093000000000,23.7795400000000;86.3240200000000,23.7931400000000]",20440,POINT (86.31666 23.786340000000003)
246,2012-01-20,2015-01-07,77,77,1,1,0,0,0,0,0,0,Asia,0.368764,0,India,"[86.3105500000000,23.7932200000000;86.3174000000000,23.7970300000000]",20441,POINT (86.313975 23.795125)
2887,2012-12-18,2021-02-19,1,1,0,0,157,513,0,505,64,84,Asia,2.19902,0,India,"[86.2951100000000,23.7805600000000;86.3091700000000,23.7916300000000]",20442,POINT (86.30214 23.786095000000003)
190,2016-08-14,2019-01-07,0,0,0,0,11,54,0,5,0,0,Asia,0.455561,0,India,"[86.2887600000000,23.7855100000000;86.2950100000000,23.7906700000000]",20443,POINT (86.291885 23.788089999999997)
8570,2012-01-20,2021-03-20,388,388,448,408,445,621,0,558,783,1089,Asia,3.46247,1,India,"[86.3157000000000,23.7974200000000;86.3361700000000,23.8093900000000]",20444,POINT (86.325935 23.803404999999998)
7392,2012-01-20,2021-10-27,624,624,677,494,796,779,0,542,368,174,Asia,1.50961,1,India,"[86.3282200000000,23.7818800000000;86.3424400000000,23.7893900000000]",20445,POINT (86.33533 23.785635)
109,2012-01-20,1899-12-30,6,6,21,16,0,0,0,0,0,0,Asia,0.273428,0,India,"[86.3345400000000,23.7918700000000;86.3395000000000,23.7957700000000]",20446,POINT (86.33702 23.79382)
7143,2012-01-20,2021-03-14,311,311,112,287,778,676,0,953,612,596,Asia,2.35404,1,India,"[86.3415100000000,23.7895400000000;86.3540300000000,23.8028400000000]",20447,POINT (86.34777 23.79619)
10972,2012-01-20,2021-01-09,1171,1171,897,815,503,273,324,152,118,122,Asia,4.6108,1,India,"[86.4204600000000,23.7284300000000;86.4393300000000,23.7456800000000]",20448,POINT (86.429895 23.737055)
17189,2012-01-20,2021-12-30,513,513,1008,906,999,873,1290,1531,585,594,Asia,2.9587,0,India,"[86.4134000000000,23.7446700000000;86.4257200000000,23.7616300000000]",20449,POINT (86.41955999999999 23.753149999999998)
12072,2012-01-20,2021-12-23,15,15,10,49,217,759,1754,1234,1212,1105,Asia,4.18704,1,India,"[86.4343500000000,23.7140000000000;86.4514200000000,23.7313100000000]",20450,POINT (86.44288499999999 23.722655)
484,2014-05-18,2020-02-01,0,0,1,0,0,10,108,77,11,0,Asia,0.312764,1,India,"[86.4279600000000,23.7028900000000;86.4324100000000,23.7078500000000]",20451,POINT (86.430185 23.705370000000002)
10641,2012-01-20,2021-12-12,566,566,383,249,489,820,0,479,464,712,Asia,2.84369,0,India,"[86.3335300000000,23.7762500000000;86.3523100000000,23.7869600000000]",20452,POINT (86.34292 23.781605)
664,2012-04-04,2021-04-28,0,0,0,4,13,2,0,14,11,12,Asia,0.57824,0,India,"[86.3462000000000,23.7879200000000;86.3546500000000,23.7927600000000]",20453,POINT (86.350425 23.79034)
3278,2013-02-28,2021-11-10,0,0,396,195,118,230,244,132,112,153,Asia,2.27475,0,India,"[86.7477600000000,23.7263900000000;86.7615200000000,23.7380000000000]",20454,POINT (86.75464 23.732194999999997)
1443,2012-01-20,2020-04-05,360,360,83,0,0,0,0,0,1,0,Asia,1.50395,1,India,"[86.7365800000000,23.7585400000000;86.7503400000000,23.7662200000000]",20455,POINT (86.74346 23.76238)
282,2012-02-05,2021-02-23,18,18,27,12,0,46,0,0,1,5,Asia,0.483878,0,India,"[86.5621900000000,23.8127400000000;86.5682500000000,23.8183700000000]",20456,POINT (86.56522000000001 23.815555000000003)
2079,2012-03-07,2021-10-24,73,73,159,12,208,247,0,164,96,70,Asia,1.80021,0,India,"[86.3612600000000,23.7706100000000;86.3706600000000,23.7841500000000]",20457,POINT (86.36596 23.77738)
58155,2012-01-20,2021-11-23,2982,2982,3818,3747,3509,4473,996,3801,2892,2873,Asia,16.6389,0,India,"[86.3802500000000,23.7491800000000;86.4080000000000,23.7915500000000]",20458,POINT (86.394125 23.770364999999998)
520,2012-01-22,2018-05-19,59,59,40,59,38,0,1,0,0,0,Asia,0.55713,1,India,"[86.4267300000000,23.6943900000000;86.4325200000000,23.7011800000000]",20459,POINT (86.429625 23.697785)
2218,2012-01-21,2021-12-17,14,14,231,399,30,48,88,172,138,103,Asia,0.918922,0,India,"[86.4383200000000,23.6566300000000;86.4474600000000,23.6637200000000]",20460,POINT (86.44289 23.660175)
4986,2012-01-20,2021-11-05,545,545,157,297,167,60,100,44,401,775,Asia,1.86019,0,India,"[86.3847000000000,23.6817700000000;86.3961900000000,23.6932000000000]",20461,POINT (86.390445 23.687485000000002)
75,2018-06-18,2018-12-29,0,0,0,0,0,0,0,0,0,0,Asia,0.336271,0,India,"[86.4300500000000,23.7368300000000;86.4358400000000,23.7409300000000]",20462,POINT (86.43294499999998 23.73888)
676,2018-06-18,2021-12-17,0,0,0,1,0,0,0,2,1,1,Asia,3.09669,0,India,"[86.4359700000000,23.7147300000000;86.4487800000000,23.7317900000000]",20463,POINT (86.442375 23.72326)
111,2018-06-29,2019-03-02,0,0,0,0,0,2,9,9,0,0,Asia,0.457863,0,India,"[86.4272100000000,23.7029500000000;86.4329800000000,23.7085500000000]",20464,POINT (86.43009500000001 23.705750000000002)
747,2018-06-18,2021-06-24,0,0,0,0,1,0,5,4,5,1,Asia,3.49987,0,India,"[86.4126100000000,23.7428900000000;86.4248400000000,23.7631000000000]",20465,POINT (86.41872500000001 23.752995)
1901,2018-08-16,2021-03-21,0,0,0,0,0,0,187,463,369,322,Asia,0.702411,0,India,"[86.3941900000000,23.6754200000000;86.4015900000000,23.6821200000000]",20466,POINT (86.39788999999999 23.678770000000004)
66,2018-06-22,2018-12-27,0,0,0,0,0,0,0,0,0,0,Asia,0.426128,0,India,"[86.3886800000000,23.6850400000000;86.3941400000000,23.6905500000000]",20467,POINT (86.39141 23.687795)
67,2018-08-10,2018-12-31,0,0,0,0,0,0,0,0,0,0,Asia,0.478894,0,India,"[86.4400700000000,23.6577200000000;86.4464300000000,23.6630300000000]",20468,POINT (86.44325 23.660375)
