Points_num,Min_date,Max_date,date2012_p,date2013_p,date2014_p,date2015_p,date2016_p,date2017_p,date2018_p,date2019_p,date2020_p,date2021_p,CONTINENT,area,Type,Nation,Locations,ORIG_FID,geometry
20,2012-11-13,2014-05-11,2,2,6,0,0,0,0,0,0,0,Asia,0.095002,0,India,"[78.2156800000000,15.3627600000000;78.2187600000000,15.3650400000000]",20203,POINT (78.21721999999998 15.363900000000001)
1750,2012-01-20,2021-02-27,111,111,107,76,73,96,109,50,62,66,Asia,0.366944,0,India,"[78.0119900000000,15.0203800000000;78.0172800000000,15.0255100000000]",20204,POINT (78.014635 15.022945)
480,2012-10-08,2021-12-27,18,18,33,19,20,28,32,11,18,19,Asia,0.257446,0,India,"[78.4557200000000,15.6821300000000;78.4600700000000,15.6865000000000]",20205,POINT (78.457895 15.684315)
266,2012-01-27,2021-10-22,61,61,1,4,4,0,0,0,0,1,Asia,0.798937,0,India,"[79.9835100000000,14.1318500000000;79.9907600000000,14.1397500000000]",20206,POINT (79.987135 14.1358)
100,2012-03-10,2020-05-06,31,31,0,0,0,0,0,0,3,0,Asia,0.227156,0,India,"[80.1005900000000,14.2579200000000;80.1045200000000,14.2620600000000]",20207,POINT (80.102555 14.25999)
42,2017-01-15,2021-11-21,0,0,0,0,0,10,3,3,2,4,Asia,0.180716,0,India,"[83.5410300000000,18.2645200000000;83.5440500000000,18.2687100000000]",20208,POINT (83.54254 18.266615)
1492,2012-03-18,2021-06-04,62,62,413,55,79,12,0,7,0,1,Asia,1.6914,0,India,"[83.2117300000000,17.6347900000000;83.2247300000000,17.6439000000000]",20209,POINT (83.21822999999999 17.639345)
489,2014-10-19,2021-10-26,0,0,4,1,0,0,59,59,105,80,Asia,0.507391,0,India,"[83.1809600000000,17.5971500000000;83.1876900000000,17.6024300000000]",20210,POINT (83.184325 17.59979)
9505,2012-01-20,2021-02-22,435,435,418,511,492,475,544,655,449,696,Asia,10.7016,0,India,"[83.1879600000000,17.5955000000000;83.2129800000000,17.6254500000000]",20211,POINT (83.20047 17.610475)
241,2012-01-20,2021-10-09,9,9,10,18,3,11,13,17,24,28,Asia,0.323907,0,India,"[83.2425000000000,17.6913500000000;83.2470000000000,17.6963900000000]",20212,POINT (83.24475000000001 17.69387)
249,2012-04-10,2021-08-22,8,8,9,15,2,3,15,18,40,38,Asia,0.428767,0,India,"[83.2375100000000,17.6910800000000;83.2424000000000,17.6972200000000]",20213,POINT (83.23995500000001 17.69415)
66,2012-01-31,2019-05-30,7,7,6,4,0,2,0,1,0,0,Asia,0.085268,0,India,"[83.2605000000000,17.7171100000000;83.2644800000000,17.7186100000000]",20214,POINT (83.26248999999999 17.71786)
169,2012-08-13,2021-11-21,14,14,7,1,0,8,8,15,10,16,Asia,0.37527,0,India,"[82.9992500000000,17.5289100000000;83.0045500000000,17.5338800000000]",20215,POINT (83.0019 17.531395)
110,2014-08-08,2021-08-22,0,0,8,3,0,15,11,6,5,2,Asia,0.292459,0,India,"[83.2196400000000,17.9405800000000;83.2250700000000,17.9443600000000]",20216,POINT (83.222355 17.94247)
243,2012-02-07,2021-03-22,1,1,9,22,22,20,15,8,12,11,Asia,0.383798,0,India,"[83.1573000000000,17.9612200000000;83.1636900000000,17.9654400000000]",20217,POINT (83.16049500000001 17.96333)
465,2012-02-15,2021-12-19,16,16,34,2,7,29,49,9,18,21,Asia,0.402215,0,India,"[78.5781700000000,14.5856600000000;78.5840500000000,14.5906700000000]",20218,POINT (78.58111000000001 14.588165)
1064,2012-01-20,2021-02-10,41,41,52,54,48,35,100,51,55,16,Asia,0.475372,0,India,"[78.5194600000000,14.6027900000000;78.5257500000000,14.6083300000000]",20219,POINT (78.522605 14.605560000000002)
1157,2012-01-27,2021-12-02,103,103,31,6,10,5,0,101,217,253,Asia,0.690186,0,India,"[96.0365100000000,27.5543300000000;96.0430900000000,27.5609100000000]",20220,POINT (96.03980000000001 27.55762)
456,2012-01-31,2021-11-25,10,10,37,30,20,20,0,11,114,34,Asia,1.4355,0,India,"[90.5256700000000,26.5196200000000;90.5392800000000,26.5268300000000]",20221,POINT (90.532475 26.523225)
962,2012-01-24,2021-03-18,6,6,36,67,115,159,0,53,29,16,Asia,0.886702,0,India,"[95.1201500000000,27.2622800000000;95.1280100000000,27.2694500000000]",20222,POINT (95.12407999999999 27.265864999999994)
423,2012-05-05,2021-12-18,9,9,68,49,6,23,0,16,0,3,Asia,0.730325,1,India,"[95.1472500000000,27.2571600000000;95.1543000000000,27.2637400000000]",20223,POINT (95.150775 27.26045)
1409,2012-12-21,2021-11-16,7,7,264,251,29,1,0,103,49,29,Asia,1.27195,0,India,"[95.2724400000000,27.3204100000000;95.2816500000000,27.3291700000000]",20224,POINT (95.277045 27.32479)
85,2012-12-31,2020-03-24,1,1,0,24,15,0,0,0,1,0,Asia,0.387244,0,India,"[95.2969100000000,27.3231100000000;95.3031100000000,27.3270700000000]",20225,POINT (95.30001 27.32509)
1262,2012-02-09,2021-11-27,68,68,127,184,44,49,0,6,17,51,Asia,1.02825,1,India,"[95.2623500000000,27.3143700000000;95.2714600000000,27.3215300000000]",20226,POINT (95.26690500000001 27.31795)
273,2012-01-31,2021-02-18,17,17,33,56,0,5,0,4,2,5,Asia,0.583224,0,India,"[95.3156900000000,27.3497800000000;95.3219900000000,27.3556500000000]",20227,POINT (95.31884000000001 27.352715000000003)
591,2012-02-12,2021-12-05,2,2,57,63,101,18,0,0,82,23,Asia,0.714866,0,India,"[95.3916400000000,27.2986800000000;95.3990900000000,27.3047500000000]",20228,POINT (95.39536499999998 27.301715000000005)
176,2012-03-04,2017-01-24,24,24,3,0,17,12,0,0,0,0,Asia,0.418533,0,India,"[95.3631900000000,27.2652100000000;95.3691800000000,27.2696300000000]",20229,POINT (95.366185 27.26742)
570,2012-01-23,1899-12-30,134,134,11,10,12,0,0,0,0,0,Asia,0.727217,1,India,"[95.1901400000000,27.4439300000000;95.1966700000000,27.4510200000000]",20230,POINT (95.19340499999998 27.447475)
87,2014-01-29,2021-04-29,0,0,0,5,24,1,0,4,7,5,Asia,0.416548,0,India,"[95.1943900000000,27.3767700000000;95.1998400000000,27.3816300000000]",20231,POINT (95.197115 27.3792)
1285,2015-06-25,2021-04-22,0,0,0,167,308,100,0,24,33,38,Asia,2.30733,0,India,"[94.8877000000000,27.3628500000000;94.9034300000000,27.3722300000000]",20232,POINT (94.895565 27.36754)
628,2012-01-22,2016-01-06,148,148,38,6,3,0,0,0,0,0,Asia,0.907667,0,India,"[95.0821400000000,27.4454500000000;95.0907700000000,27.4521600000000]",20233,POINT (95.086455 27.448805)
26,2012-01-26,1899-12-30,7,7,0,0,0,0,0,0,0,0,Asia,0.137086,1,India,"[94.9844700000000,27.4384100000000;94.9874200000000,27.4413800000000]",20234,POINT (94.985945 27.439895)
606,2012-01-27,2021-12-23,8,8,79,49,38,40,0,5,6,48,Asia,0.466888,1,India,"[95.0847800000000,27.3744500000000;95.0907300000000,27.3794500000000]",20235,POINT (95.087755 27.37695)
906,2012-02-12,2019-03-29,100,100,90,41,60,41,0,1,0,0,Asia,0.780847,0,India,"[95.1132400000000,27.3972500000000;95.1199900000000,27.4046200000000]",20236,POINT (95.11661500000001 27.400935)
431,2012-02-23,2017-03-03,16,16,83,76,6,1,0,0,0,0,Asia,0.382925,1,India,"[95.1219100000000,27.4228800000000;95.1266300000000,27.4280500000000]",20237,POINT (95.12427 27.425465)
1050,2012-01-21,2021-02-05,123,123,100,135,26,30,0,0,6,1,Asia,0.604973,1,India,"[93.8900800000000,26.0554300000000;93.8962900000000,26.0616500000000]",20238,POINT (93.89318499999999 26.05854)
229,2012-01-31,2021-11-07,2,2,1,2,2,2,0,58,72,35,Asia,0.309645,0,India,"[93.9269000000000,26.0615300000000;93.9313400000000,26.0659800000000]",20239,POINT (93.92912000000001 26.063755)
2665,2012-01-22,2021-11-05,103,103,170,288,327,240,0,37,27,27,Asia,1.02543,0,India,"[94.6856800000000,26.7894200000000;94.6941500000000,26.7971200000000]",20240,POINT (94.689915 26.79327)
750,2012-02-06,2021-09-04,36,36,73,63,55,65,0,10,18,28,Asia,0.964538,0,India,"[94.6912800000000,26.8061600000000;94.6992900000000,26.8138200000000]",20241,POINT (94.69528500000001 26.80999)
673,2012-04-28,2021-02-23,10,10,14,79,107,43,0,55,41,44,Asia,0.793561,0,India,"[94.6679800000000,26.7814000000000;94.6759300000000,26.7877500000000]",20242,POINT (94.671955 26.784575)
95,2012-12-01,2021-12-24,1,1,10,12,12,9,0,0,1,1,Asia,0.433009,0,India,"[94.5852300000000,26.9679400000000;94.5907100000000,26.9729900000000]",20243,POINT (94.58796999999998 26.970464999999997)
176,2015-11-03,1899-12-30,0,0,0,4,27,49,0,2,0,0,Asia,0.452165,0,India,"[94.7387200000000,26.9607600000000;94.7445400000000,26.9657100000000]",20244,POINT (94.74163 26.963235000000005)
195,2015-03-16,2021-12-28,0,0,0,1,25,40,0,9,5,11,Asia,0.822371,0,India,"[94.8872800000000,27.0275300000000;94.8948600000000,27.0344300000000]",20245,POINT (94.89107 27.03098)
111,2012-04-19,2021-11-05,6,6,12,22,0,1,0,1,0,1,Asia,0.334609,0,India,"[94.8835400000000,27.0335300000000;94.8874100000000,27.0390300000000]",20246,POINT (94.885475 27.036279999999998)
76,2012-05-04,2017-04-12,9,9,1,1,1,18,0,0,0,0,Asia,0.306256,1,India,"[94.8979400000000,27.0030000000000;94.9018100000000,27.0080300000000]",20247,POINT (94.89987500000001 27.005515000000006)
152,2016-05-10,2020-12-30,0,0,0,0,3,23,0,20,3,0,Asia,0.548609,0,India,"[94.8085900000000,26.9842000000000;94.8144100000000,26.9902000000000]",20248,POINT (94.8115 26.9872)
6330,2012-01-22,2021-01-07,585,585,793,642,167,156,0,75,40,30,Asia,1.88487,0,India,"[95.3970600000000,27.5998800000000;95.4082800000000,27.6105600000000]",20249,POINT (95.40267 27.60522)
884,2013-02-13,2021-10-26,0,0,8,75,147,148,0,14,8,21,Asia,0.91471,0,India,"[95.3958800000000,27.5314800000000;95.4039700000000,27.5386600000000]",20250,POINT (95.399925 27.535069999999997)
3690,2012-01-22,2021-11-27,229,229,350,285,289,98,0,142,184,301,Asia,1.1882,0,India,"[95.4184300000000,27.4648500000000;95.4271900000000,27.4734500000000]",20251,POINT (95.42281 27.46915)
68,2014-10-17,2021-12-19,0,0,3,8,4,11,0,0,0,14,Asia,0.202306,0,India,"[95.3765100000000,27.4361500000000;95.3802400000000,27.4395900000000]",20252,POINT (95.378375 27.43787)
1515,2012-01-21,2021-10-26,73,73,50,141,120,226,0,76,28,26,Asia,0.871436,0,India,"[95.4726300000000,27.4574200000000;95.4803700000000,27.4645500000000]",20253,POINT (95.47649999999999 27.460985)
689,2012-01-27,2021-02-23,46,46,17,40,25,55,0,143,31,28,Asia,0.529384,0,India,"[95.4315600000000,27.3905200000000;95.4374500000000,27.3962100000000]",20254,POINT (95.434505 27.393365)
563,2012-04-01,2021-04-28,13,13,39,118,52,19,0,5,30,18,Asia,0.746353,0,India,"[95.4779100000000,27.3369800000000;95.4846000000000,27.3440300000000]",20255,POINT (95.481255 27.340504999999997)
1115,2012-03-31,2020-04-12,60,60,126,131,67,62,0,2,1,0,Asia,0.68684,0,India,"[95.2327700000000,27.4780600000000;95.2397200000000,27.4843500000000]",20256,POINT (95.23624500000001 27.481205)
498,2012-01-22,2020-12-25,62,62,58,36,26,12,0,4,1,0,Asia,0.469489,1,India,"[95.6176100000000,27.7263000000000;95.6227100000000,27.7321400000000]",20257,POINT (95.62016 27.729219999999998)
62,2015-01-11,2019-02-13,0,0,0,10,3,10,0,6,0,0,Asia,0.591302,0,India,"[95.7710600000000,27.2904200000000;95.7782400000000,27.2955900000000]",20258,POINT (95.77465000000001 27.293004999999997)
101,2013-12-09,2015-01-18,0,0,45,3,0,0,0,0,0,0,Asia,0.480018,0,India,"[95.7162200000000,27.2611500000000;95.7210600000000,27.2673800000000]",20259,POINT (95.71864 27.264265)
1063,2012-03-14,2021-08-17,21,21,54,14,70,244,0,11,20,30,Asia,1.57401,0,India,"[86.0618500000000,25.4320400000000;86.0750600000000,25.4406700000000]",20260,POINT (86.068455 25.436355)
521,2012-01-20,2021-11-27,40,40,24,37,30,36,0,10,25,29,Asia,0.633544,0,India,"[84.1455200000000,24.9251300000000;84.1524700000000,24.9318800000000]",20261,POINT (84.148995 24.928505)
1723,2012-01-20,2021-11-26,88,88,106,118,146,129,0,72,50,42,Asia,0.612001,0,India,"[84.1517800000000,24.9207600000000;84.1591000000000,24.9269500000000]",20262,POINT (84.15544 24.923855000000003)
343,2012-01-20,2021-02-18,18,18,30,18,24,22,0,17,22,17,Asia,0.358539,0,India,"[84.1637100000000,24.9208700000000;84.1694300000000,24.9255100000000]",20263,POINT (84.16657 24.923189999999998)
3274,2012-01-27,2021-12-11,172,172,196,209,194,172,181,168,98,85,Asia,0.71103,0,India,"[82.2112900000000,21.7274200000000;82.2186200000000,21.7345600000000]",20264,POINT (82.214955 21.73099)
4422,2012-01-20,2021-02-04,145,145,236,189,232,274,299,294,217,223,Asia,1.08225,0,India,"[82.0770200000000,21.6687500000000;82.0867000000000,21.6769900000000]",20265,POINT (82.08186 21.67287)
853,2012-02-03,2021-01-04,63,63,55,52,50,52,33,31,15,18,Asia,0.31285,0,India,"[81.9457300000000,21.5422200000000;81.9506600000000,21.5469000000000]",20266,POINT (81.948195 21.544560000000004)
631,2012-01-24,2021-10-20,8,8,42,54,36,35,28,32,42,70,Asia,0.380385,0,India,"[82.0199900000000,21.5743200000000;82.0252200000000,21.5796800000000]",20267,POINT (82.02260500000001 21.576999999999998)
3495,2012-04-14,2021-04-03,19,19,2,443,130,291,218,484,148,122,Asia,3.49038,0,India,"[83.2126800000000,23.3493200000000;83.2297400000000,23.3644100000000]",20268,POINT (83.22121000000001 23.356865)
60,2016-01-23,2021-12-22,0,0,0,0,2,12,7,1,0,3,Asia,0.381364,0,India,"[82.1216700000000,22.1847000000000;82.1262900000000,22.1908100000000]",20269,POINT (82.12397999999999 22.187755)
46,2016-11-08,2020-11-24,0,0,0,0,1,7,6,1,3,0,Asia,0.110808,0,India,"[82.2329600000000,21.7887000000000;82.2361100000000,21.7912900000000]",20270,POINT (82.234535 21.789995)
106,2016-10-28,2018-01-14,0,0,0,0,8,26,9,0,0,0,Asia,0.189203,0,India,"[82.1387000000000,22.0346200000000;82.1423600000000,22.0384400000000]",20271,POINT (82.14053 22.036530000000003)
21427,2012-01-20,2021-10-08,1291,1291,1222,1257,1245,1089,1084,842,738,839,Asia,4.89071,0,India,"[81.3780300000000,21.1767400000000;81.3952400000000,21.1977900000000]",20272,POINT (81.386635 21.187265)
7719,2012-01-20,2021-02-09,340,340,438,578,591,583,327,202,171,252,Asia,1.96695,0,India,"[81.4095300000000,21.1901100000000;81.4217800000000,21.2020000000000]",20273,POINT (81.415655 21.196055)
187,2012-01-21,2021-10-29,29,29,11,9,1,1,0,0,1,20,Asia,0.74923,0,India,"[81.3993600000000,21.1938700000000;81.4063400000000,21.2018200000000]",20274,POINT (81.40285 21.197845)
930,2012-01-25,2021-03-11,76,76,92,102,44,16,16,17,13,6,Asia,0.546221,0,India,"[81.3810300000000,21.2352200000000;81.3880700000000,21.2409700000000]",20275,POINT (81.38454999999999 21.238095)
176,2012-02-04,2021-01-13,6,6,7,6,13,14,5,11,24,7,Asia,0.234705,0,India,"[81.2068600000000,21.1866500000000;81.2115700000000,21.1903500000000]",20276,POINT (81.209215 21.188499999999998)
197,2013-02-28,2021-12-18,0,0,4,4,14,15,26,23,0,8,Asia,0.146558,0,India,"[81.1975200000000,21.1885900000000;81.2011600000000,21.1915800000000]",20277,POINT (81.19934 21.190085)
7092,2012-01-20,2021-10-24,268,268,335,344,329,411,450,415,444,473,Asia,1.22702,0,India,"[82.6640500000000,21.9992700000000;82.6741600000000,22.0081700000000]",20278,POINT (82.669105 22.00372)
219,2012-01-20,2020-03-24,13,13,24,12,9,20,7,3,5,0,Asia,0.168139,0,India,"[82.3497500000000,21.9661800000000;82.3533700000000,21.9696000000000]",20279,POINT (82.35156 21.967890000000004)
9095,2012-01-20,2021-04-02,216,216,256,312,483,636,777,840,497,334,Asia,12.7289,0,India,"[82.5876100000000,22.3234800000000;82.6269900000000,22.3472800000000]",20280,POINT (82.60730000000001 22.33538)
13373,2012-01-20,2021-03-26,389,389,225,287,422,730,1297,1147,1047,1085,Asia,6.77966,0,India,"[82.6553600000000,22.3231600000000;82.6837300000000,22.3407400000000]",20281,POINT (82.669545 22.33195)
2025,2012-05-05,2021-02-04,1,1,0,0,8,131,292,247,197,130,Asia,0.483504,0,India,"[82.6837400000000,22.3229600000000;82.6881300000000,22.3310600000000]",20282,POINT (82.685935 22.32701)
47,2016-06-19,2018-04-26,0,0,0,0,14,7,1,0,0,0,Asia,0.283471,0,India,"[82.6593700000000,22.3417500000000;82.6626600000000,22.3480900000000]",20283,POINT (82.66101499999999 22.34492)
485,2013-10-20,2021-05-07,0,0,134,56,36,1,0,0,0,3,Asia,0.713572,0,India,"[82.4946100000000,22.3374500000000;82.5017600000000,22.3448100000000]",20284,POINT (82.498185 22.34113)
115,2016-10-01,2018-04-20,0,0,0,0,14,40,1,0,0,0,Asia,0.229154,0,India,"[82.5006300000000,22.3303900000000;82.5051600000000,22.3341200000000]",20285,POINT (82.502895 22.332255)
8421,2012-01-20,2021-12-19,435,435,354,575,632,460,256,447,649,858,Asia,17.6602,0,India,"[82.5136900000000,22.3111000000000;82.5580800000000,22.3404200000000]",20286,POINT (82.53588500000001 22.325760000000002)
125,2016-02-10,2021-01-16,0,0,0,0,2,42,0,13,5,16,Asia,0.445265,0,India,"[82.5633200000000,22.3207500000000;82.5688700000000,22.3266600000000]",20287,POINT (82.566095 22.323705)
168,2014-04-26,2021-02-10,0,0,1,0,33,44,0,4,0,5,Asia,0.271816,0,India,"[82.5591900000000,22.3252400000000;82.5636500000000,22.3297300000000]",20288,POINT (82.56142 22.327485000000003)
232,2014-10-27,2021-03-16,0,0,16,4,1,5,10,29,68,41,Asia,0.433037,0,India,"[82.7357500000000,22.3126200000000;82.7402700000000,22.3196600000000]",20289,POINT (82.73801 22.31614)
320,2012-05-05,2021-04-21,1,1,3,31,31,26,19,17,28,11,Asia,0.241339,0,India,"[82.7315400000000,22.3150300000000;82.7355800000000,22.3194200000000]",20290,POINT (82.73356 22.317225)
144,2012-05-31,2021-01-04,1,1,3,0,59,0,0,0,0,1,Asia,0.529578,0,India,"[82.7139000000000,22.3191700000000;82.7221300000000,22.3239000000000]",20291,POINT (82.71801500000001 22.321535)
94,2012-02-04,2017-02-24,22,22,1,2,2,1,0,0,0,0,Asia,0.260597,0,India,"[82.3591700000000,23.1717100000000;82.3648300000000,23.1751400000000]",20292,POINT (82.36200000000001 23.173425)
6183,2012-01-24,2021-10-28,52,52,109,55,192,979,518,448,126,698,Asia,3.52766,0,India,"[82.3308600000000,23.1646100000000;82.3478200000000,23.1801100000000]",20293,POINT (82.33933999999999 23.172359999999998)
751,2012-01-29,2019-01-01,29,29,196,54,26,3,11,1,0,0,Asia,1.21631,0,India,"[83.1033600000000,22.0954600000000;83.1132400000000,22.1044400000000]",20294,POINT (83.1083 22.09995)
1973,2012-01-23,2021-02-26,97,97,125,84,85,91,102,119,127,155,Asia,0.615634,0,India,"[83.3577500000000,22.0300400000000;83.3656500000000,22.0357000000000]",20295,POINT (83.3617 22.03287)
188,2012-01-29,2021-03-11,15,15,4,4,2,3,15,18,19,11,Asia,0.341396,0,India,"[83.3644000000000,22.0233200000000;83.3692900000000,22.0283900000000]",20296,POINT (83.36684500000001 22.025855)
574,2012-11-09,2021-11-26,4,4,11,6,14,26,48,62,66,109,Asia,0.566317,0,India,"[83.3500500000000,22.0341300000000;83.3563500000000,22.0406600000000]",20297,POINT (83.3532 22.037395)
1988,2012-01-20,2021-12-12,120,120,88,84,90,80,129,94,120,125,Asia,0.696071,0,India,"[83.3757300000000,22.0180100000000;83.3829600000000,22.0250000000000]",20298,POINT (83.379345 22.021504999999998)
112,2012-02-04,2021-02-22,4,4,28,5,1,3,1,9,5,4,Asia,0.329448,0,India,"[83.2997400000000,22.0191700000000;83.3072700000000,22.0223500000000]",20299,POINT (83.303505 22.020759999999996)
180,2012-02-09,2015-01-18,31,31,0,39,0,0,0,0,0,0,Asia,1.19128,0,India,"[83.3387700000000,22.2615200000000;83.3475500000000,22.2714000000000]",20300,POINT (83.34316 22.266460000000002)
1450,2012-01-20,2018-01-09,95,95,14,391,122,27,7,0,0,0,Asia,0.89745,0,India,"[83.5211200000000,22.1025100000000;83.5300100000000,22.1098300000000]",20301,POINT (83.525565 22.10617)
110,2013-10-31,2017-03-27,0,0,25,3,0,9,0,0,0,0,Asia,0.546203,0,India,"[83.5335300000000,22.1160800000000;83.5393800000000,22.1228500000000]",20302,POINT (83.53645499999999 22.119464999999998)
1534,2014-03-31,2018-01-09,0,0,25,219,337,177,4,0,0,0,Asia,1.74939,0,India,"[83.5456200000000,22.1071400000000;83.5631100000000,22.1143900000000]",20303,POINT (83.55436499999999 22.110765)
61,2014-12-18,2021-03-23,0,0,1,0,2,8,7,0,0,9,Asia,0.167265,0,India,"[83.1992100000000,21.9694900000000;83.2022600000000,21.9734800000000]",20304,POINT (83.200735 21.971484999999998)
17168,2012-01-20,2021-12-17,794,794,984,914,830,811,970,1036,909,965,Asia,2.22364,0,India,"[83.3450700000000,21.9143100000000;83.3575200000000,21.9272700000000]",20305,POINT (83.351295 21.92079)
7091,2012-01-20,2021-01-09,274,274,359,320,327,363,461,489,415,464,Asia,1.20111,0,India,"[83.3346100000000,21.9218300000000;83.3448900000000,21.9303100000000]",20306,POINT (83.33975000000001 21.92607)
189,2013-10-15,2021-12-13,0,0,1,7,33,12,20,6,1,1,Asia,0.333537,0,India,"[83.3101700000000,21.9578000000000;83.3152700000000,21.9625500000000]",20307,POINT (83.31272 21.960175)
136,2012-02-25,2018-06-18,3,3,23,15,1,19,1,0,0,0,Asia,0.408347,0,India,"[83.3070100000000,21.9604800000000;83.3119700000000,21.9664600000000]",20308,POINT (83.30949000000001 21.96347)
3662,2012-01-20,2021-10-02,156,156,184,124,191,170,230,250,228,262,Asia,0.580175,0,India,"[83.2297800000000,21.9813100000000;83.2360500000000,21.9880400000000]",20309,POINT (83.232915 21.984675000000003)
405,2013-10-21,2021-12-14,0,0,77,40,11,0,0,17,24,73,Asia,0.644429,0,India,"[83.2360200000000,21.9756900000000;83.2436400000000,21.9818400000000]",20310,POINT (83.23983 21.978765)
3942,2012-01-20,2021-03-22,85,85,184,198,244,219,278,251,217,260,Asia,4.00146,0,India,"[83.5469700000000,21.8698600000000;83.5624200000000,21.8885900000000]",20311,POINT (83.55469500000001 21.879224999999998)
569,2014-04-14,2021-11-09,0,0,0,0,0,1,33,130,131,170,Asia,0.451006,0,India,"[83.4937700000000,21.8742000000000;83.4993500000000,21.8800500000000]",20312,POINT (83.49656 21.877125)
1116,2013-12-06,2021-05-16,0,0,29,42,73,51,84,97,150,137,Asia,0.402469,0,India,"[81.7660800000000,21.4840000000000;81.7716700000000,21.4893200000000]",20313,POINT (81.76887500000001 21.48666)
747,2012-01-24,2021-02-07,23,23,50,43,46,43,41,52,42,28,Asia,0.280442,0,India,"[81.7809200000000,21.4950500000000;81.7861000000000,21.4990500000000]",20314,POINT (81.78351 21.49705)
2268,2012-01-20,2021-11-30,118,118,91,133,124,112,130,93,93,178,Asia,0.560178,0,India,"[81.5879100000000,21.3065700000000;81.5945700000000,21.3127900000000]",20315,POINT (81.59124 21.30968)
334,2012-02-05,2021-10-19,18,18,10,4,29,26,17,17,29,14,Asia,0.214675,0,India,"[81.5770800000000,21.3223300000000;81.5810800000000,21.3263000000000]",20316,POINT (81.57908 21.324315)
34,2016-10-18,2018-01-20,0,0,0,0,6,2,4,0,0,0,Asia,0.156871,1,India,"[81.6072300000000,21.3319000000000;81.6109600000000,21.3350100000000]",20317,POINT (81.609095 21.333455)
163,2012-01-21,2021-04-23,1,1,18,8,13,12,9,6,5,3,Asia,0.369146,1,India,"[81.5561900000000,21.3141200000000;81.5618800000000,21.3189200000000]",20318,POINT (81.559035 21.316519999999997)
3573,2012-01-20,2021-01-08,116,116,181,152,231,209,219,199,180,226,Asia,0.860063,0,India,"[81.6427200000000,21.3859400000000;81.6512000000000,21.3934400000000]",20319,POINT (81.64696 21.38969)
301,2012-01-25,2021-01-09,6,6,6,4,5,14,29,29,38,39,Asia,0.314323,0,India,"[81.6548100000000,21.3793700000000;81.6591700000000,21.3847000000000]",20320,POINT (81.65699000000001 21.382035)
1425,2012-01-25,2021-12-15,39,39,34,81,141,90,80,71,92,85,Asia,1.38518,0,India,"[81.6438800000000,21.3594000000000;81.6555300000000,21.3681900000000]",20321,POINT (81.64970500000001 21.363795)
2863,2012-01-26,2021-03-03,71,71,102,60,136,242,224,150,207,236,Asia,1.08028,0,India,"[81.6362000000000,21.3734300000000;81.6487400000000,21.3798000000000]",20322,POINT (81.64247 21.376615)
125,2012-06-07,2021-12-31,2,2,8,9,6,9,4,9,6,17,Asia,0.250327,1,India,"[81.6411300000000,21.3673500000000;81.6449700000000,21.3721700000000]",20323,POINT (81.64305 21.36976)
2560,2012-01-20,2021-01-08,94,94,126,126,170,104,164,156,155,185,Asia,0.751742,0,India,"[81.6747300000000,21.3628300000000;81.6831600000000,21.3694200000000]",20324,POINT (81.678945 21.366125)
5693,2012-01-21,2021-02-25,20,20,225,366,370,397,380,403,367,473,Asia,1.78322,0,India,"[81.6761200000000,21.3695200000000;81.6876700000000,21.3809300000000]",20325,POINT (81.681895 21.375225)
1077,2012-01-30,2021-02-14,38,38,28,67,68,52,80,68,67,67,Asia,0.750734,1,India,"[81.6679500000000,21.3374900000000;81.6741000000000,21.3465100000000]",20326,POINT (81.671025 21.342)
3797,2012-01-20,2021-05-02,190,190,213,245,142,198,198,208,174,217,Asia,0.821751,1,India,"[81.6616300000000,21.3427200000000;81.6692400000000,21.3507000000000]",20327,POINT (81.665435 21.34671)
70,2014-12-19,2021-01-11,0,0,1,2,5,8,7,4,2,2,Asia,0.151147,0,India,"[81.6474200000000,21.3184400000000;81.6510000000000,21.3215600000000]",20328,POINT (81.64921 21.32)
472,2012-02-04,2021-12-24,12,12,34,38,37,27,19,23,24,18,Asia,0.412534,0,India,"[81.7675200000000,21.2421200000000;81.7730600000000,21.2476100000000]",20329,POINT (81.77029 21.244865)
209,2012-05-26,2016-05-08,6,6,4,5,85,0,0,0,0,0,Asia,0.889304,0,India,"[83.0466000000000,23.0541100000000;83.0555300000000,23.0614500000000]",20330,POINT (83.051065 23.05778)
52,2015-04-06,2019-06-10,0,0,0,14,8,1,0,2,0,0,Asia,0.533801,1,India,"[82.8159500000000,22.8378700000000;82.8232300000000,22.8432800000000]",20331,POINT (82.81959 22.840575)
428,2012-12-08,2021-02-22,2,2,17,31,34,20,40,33,18,13,Asia,0.313778,0,India,"[73.9951500000000,15.5208100000000;74.0004300000000,15.5254200000000]",20332,POINT (73.99779 15.523115)
1451,2012-01-20,2021-01-01,81,81,105,86,80,65,73,56,67,50,Asia,0.387995,1,India,"[73.9903600000000,15.5241300000000;73.9963800000000,15.5291300000000]",20333,POINT (73.99337 15.52663)
137,2014-03-11,2021-10-08,0,0,7,19,8,6,8,7,5,9,Asia,0.106284,0,India,"[71.3960200000000,20.8667200000000;71.3987400000000,20.8699300000000]",20334,POINT (71.39738 20.868325)
4801,2012-01-20,2021-12-18,328,328,352,181,225,199,273,196,144,185,Asia,0.579653,0,India,"[71.4566600000000,20.9066600000000;71.4635800000000,20.9135400000000]",20335,POINT (71.46011999999999 20.9101)
